9.4520469487,0.0505094482,27.3904170614,-1.0631289146,-19.3513383697,82.8540576163,
9.3612800874,0.0505134548,27.4014833295,-0.9251459367,-19.3425350785,82.4738298456,here
9.3494787056,0.0505133456,27.4032123287,-1.0164018723,-19.3407338877,82.4253253817,
9.3524987144,0.0507211973,27.1022795269,-1.1995423094,-19.3246736858,82.4130026464,
9.2210122437,0.0505156786,27.4216315713,-1.1269146055,-19.3113674688,81.8928522317,
9.2059692791,0.05050622,27.3341026437,-1.614034826,-19.3052114254,81.8227655112,
9.1665280491,0.0505271323,27.3558376795,-1.1639212326,-19.2906825522,81.6604131029,
9.1352248547,0.0505119894,27.3732315067,-0.9924630893,-19.2771482576,81.5310733898,
9.1348289857,0.0505120572,27.3296561693,-1.3172145447,-19.2748137728,81.5268346803,
8.0169326016,0.0505173332,27.4221690926,-1.3932320913,-19.2704642399,77.0374210099,
8.0110788892,0.0505731703,27.3301871449,-1.6717897801,-19.2689583524,77.0083246894,
7.9677592248,0.0505761162,27.3676595817,-1.7233506345,-19.2665147106,76.8422262239,
7.9269679691,0.0505173369,27.4103199429,-1.3837988967,-19.259265339,76.6842870008,
7.9221809532,0.0505167618,27.1979462897,-1.2656778391,-19.2505319391,76.6459496969,
7.8757737214,0.0505143744,27.3619559943,-1.3837029698,-19.246759008,76.480202588,
7.8531013142,0.0505143838,27.4585232201,-0.9741509168,-19.2396281539,76.3980839992,
7.8273980614,0.0504628895,27.3461021949,-0.7399290481,-19.2321968366,76.2851237113,
7.8083948076,0.0505140019,27.3241811042,-0.8911926795,-19.2249498913,76.2117338598,
7.7824718252,0.0505193507,27.4015572838,-1.4044551258,-19.2180452181,76.1212002461,
7.7599377128,0.0505002108,27.3105432851,-1.0182976039,-19.2079731988,76.023089602,
7.7465713161,0.050520781,27.3361442086,-1.4103985327,-19.2042450445,75.9763341122,
7.7323534848,0.0505173677,27.4221185179,-1.2318744692,-19.200056967,75.9278781596,
7.7248722199,0.0505592786,27.3376029178,-1.6799560323,-19.1962845548,75.8940921193,
7.7140518163,0.0505471329,27.3169027489,-1.694451675,-19.1914951585,75.8501043355,
7.6802629068,0.0505215155,27.4561016749,-1.1983713005,-19.1802507543,75.7293146526,
7.674345379,0.050517327,27.3959339931,-0.9501872612,-19.1790456791,75.6994494555,
7.6495214317,0.0505005663,27.271348308,-1.019459018,-19.165846024,75.5928959295,
7.6380535237,0.0505487092,27.4321494261,-0.9995577305,-19.164998128,75.5637380657,
7.6316465768,0.0505129701,27.3692386064,-0.8601936573,-19.1634637721,75.5316719122,
7.6206008379,0.0505,27.392027706,-1.1182828895,-19.1597050334,75.4925460507,
7.5850166398,0.0505119944,27.3820121935,-1.3164123677,-19.148754998,75.3561493003,
7.5652071698,0.0505232303,27.3213846724,-0.6925285935,-19.1408062893,75.2710667406,
7.5216928647,0.0505474648,27.4802618213,-1.5513600618,-19.1283593522,75.1230257018,
7.5107059436,0.0505,27.3600716755,-0.6273404949,-19.1264924375,75.0641818018,
7.485377142,0.0505495569,27.2806085648,-0.7815183812,-19.1154745552,74.9626559002,
7.4597205017,0.0505150921,27.3767743963,-1.3849395248,-19.1116653596,74.8754769338,
7.4527076437,0.0505119015,27.3814041532,-1.0762378878,-19.1094897405,74.8472476576,
7.4350988229,0.050517662,27.2797633291,-1.0429700539,-19.1002791198,74.7712769776,
7.4077501267,0.0505548819,27.3606128384,-1.6402104834,-19.0947605601,74.677200055,
7.3939623773,0.0505555537,27.2724347327,-1.4378971333,-19.0867241649,74.6167450658,
7.3756451065,0.0505757009,27.258431033,-1.5087810797,-19.0800224514,74.5464658268,
7.3471828703,0.050522257,27.4562176357,-1.3163260284,-19.0740689151,74.4524965436,
7.3349827178,0.0505180555,27.4101569927,0.1930229932,-19.0706552209,74.3944529562,
7.3249148855,0.0505859695,27.2423011729,-1.7012359499,-19.0619677683,74.3525872579,
7.3010153366,0.0505794909,27.057797178,-1.54892413,-19.0450374778,74.2463263051,
7.2558063062,0.0505753513,27.269967867,-1.735794381,-19.0378262989,74.0922160554,
7.2320250987,0.0505,27.3880937806,-0.1900342611,-19.0328181684,74.0018650709,
7.1848893674,0.0505361276,27.422227215,-0.9098056716,-19.0130849576,73.8316050885,
7.1779981618,0.0505860458,27.2485927049,-0.7390616999,-19.0057622507,73.7914972398,
7.1705439,0.0505388115,27.1315244413,-1.0547261615,-18.9977238889,73.7548829701,
7.1298536676,0.0505585537,27.4260815783,-1.407436067,-18.9890930437,73.6275670083,
7.108242942,0.0505250504,27.3497277054,-0.2028118559,-18.9792328144,73.5316931393,
7.094909309,0.0505095281,27.3097969734,-1.2686070741,-18.9715421287,73.4845940331,
7.0576644125,0.0505544814,27.2225627124,-1.3811349555,-18.949644339,73.3390845946,
7.0357563891,0.0505173223,27.4253358384,-1.3943559421,-18.9436806114,73.2721397513,
7.0209275938,0.0505313433,27.388746539,0.5599991846,-18.9363619437,73.2092465909,
7.0187717844,0.0505654204,27.3367630594,-1.7429535591,-18.9339350388,73.2030787871,
7.0234785398,0.0505343426,27.1034481365,-0.8419720554,-18.9269670423,73.197419173,
7.0023343351,0.0505316694,27.3114675685,-1.892276923,-18.9242099592,73.1385931429,
6.9996893328,0.0505660134,27.2748444481,-1.3975549096,-18.9211841532,73.1258877465,
6.992986623,0.0505546662,27.3274176783,-1.468992258,-18.9195200391,73.104893302,
6.9849335065,0.0505264364,27.3141679451,-0.9759694782,-18.9146093982,73.0702649767,
6.9790671124,0.0505071903,27.4106609584,-0.4277807014,-18.9129667523,73.0518780338,
6.9669692567,0.0505253115,27.2924710855,-1.4083124685,-18.9034411581,73.0036957641,
6.9584482241,0.0505511933,27.2403152464,-2.8018118842,-18.8962502989,72.9742845541,
6.9531702244,0.0505312214,27.1416949931,-1.6472077891,-18.8890811759,72.9408530999,
6.9092944356,0.0505669463,27.5200037913,-1.6424077002,-18.8679523748,72.8074587092,
6.9150743459,0.0506204454,27.1582465152,-1.1622485424,-18.8657910943,72.8000284243,
6.8739023913,0.0505354093,27.390332851,-0.8219648073,-18.8465759695,72.6601185741,
6.8562608979,0.0505587788,27.4167460315,-1.3742616952,-18.83338729,72.6003717392,
6.8537349771,0.0506771629,27.4124064338,-0.3741682785,-18.8311026377,72.5870928507,
6.8420541949,0.0505209633,27.4352870189,-1.2581308807,-18.8225579973,72.5473878653,
6.8371412878,0.0505487564,27.3863018471,-0.8497930509,-18.8194388627,72.5232028302,
6.8340725709,0.0506255022,26.764741157,-1.3501674158,-18.7909733122,72.4694921138,
6.8268775824,0.0505581618,26.8280104056,-1.7116790194,-18.7884535111,72.4465606806,
6.8021581168,0.0505393709,27.2378258003,-1.1708913254,-18.7853134018,72.3833452954,
6.7881564067,0.0505257968,27.3135659766,-0.9514410111,-18.7757710545,72.3353412549,
6.7874778204,0.0505466207,27.1153214244,-0.4469158342,-18.767264952,72.3146816489,
6.7828961388,0.0507444068,26.8934459724,-0.430622006,-18.7525897065,72.2855556939,
6.7404844852,0.0505094888,27.3620178241,-1.3027800636,-18.7329160989,72.1638444336,
6.7363457132,0.0505641445,27.2720293765,-1.3640165646,-18.7255315161,72.1430861031,
6.7325993019,0.050504572,27.3344382036,-1.6355719738,-18.7243726486,72.1333377642,
6.7109182656,0.0505040315,27.3788874699,-1.0672170781,-18.7041836052,72.0539539775,
6.7064820535,0.0505590152,27.0954312466,-1.4071799268,-18.6890634232,72.018946084,
6.6928912333,0.0505196848,27.4192128344,-0.8091842095,-18.6852765923,71.9888097351,
6.6961489219,0.0505627119,26.8817314015,-1.2708620467,-18.6693743744,71.9643249884,
