9.4606241257,0.0511947458,44.4697921974,-25.9985707161,113.9821101255,
14.6795061788,0.0511480143,44.8164859339,-25.9696604868,113.8278790757,here
14.5662447568,0.0511241559,44.8589730196,-25.9447967153,113.0412284068,
14.5277583868,0.0517902272,44.849155064,-25.9245690684,112.8004776495,
14.5267723487,0.0505,44.7747363431,-25.9125737216,112.6781260719,
14.4300725334,0.0526373124,44.8293817363,-25.8813072304,112.1437247916,
14.2683292004,0.0509963592,44.8343259343,-25.8436197238,110.9096493081,
15.575605071,0.0512955597,44.6766158341,-25.8252411341,110.2793131357,
14.1004287419,0.0511358421,44.8713795818,-25.8000039453,109.7657122828,
14.109674173,0.0505,44.7952013275,-25.7863973676,109.7567091059,
14.0268966894,0.050641951,44.8137927004,-25.7643370305,109.2044369817,
13.9847828409,0.0505,44.8007963787,-25.7483458758,108.9031843692,
13.954047066,0.0513343248,44.8284952075,-25.7399867019,108.7533771993,
13.9285485505,0.0510011149,44.8093363219,-25.7288651879,108.5540023506,
13.9047446484,0.050704475,44.8153715459,-25.724916396,108.380867986,
7.4105915477,0.0511024846,44.7224800274,-25.6842349787,108.0536413157,
13.7943963,0.051291556,44.7346104454,-25.6622997181,107.6403225211,
13.6461188054,0.0505698264,44.8102118264,-25.6385540512,106.6719447399,
13.5750472247,0.0511114987,44.7046257339,-25.5822159593,106.1996539774,
13.4199920367,0.0517988898,44.8692037103,-25.5677048516,105.3445668878,
13.3600941491,0.0513638322,44.8940112598,-25.5560605542,104.9736559757,
10.0550271422,0.0513344681,44.720929354,-25.5364551741,104.5075726503,
6.3935669764,0.0516644205,44.7245947267,-25.4801851087,103.9916259229,
13.1030971576,0.0513390816,44.8977235265,-25.4642356396,103.4855709412,
13.0192144983,0.0514963538,44.7916637921,-25.405317485,102.9812693613,
12.9081075047,0.0505,44.8904697113,-25.3981590307,102.3614274813,
12.8976424218,0.0515834555,44.8084985151,-25.3657559769,102.3237436305,
12.8741546752,0.0510705938,44.7887906984,-25.3560746499,102.1647375682,
12.8752652958,0.0505826013,44.7400705968,-25.3474244101,102.1294368328,
9.0471075637,0.0511218142,44.8051567679,-25.3186265756,101.3833454897,
12.6972129946,0.0505895676,44.8095136307,-25.3034084043,101.2049935346,
12.6341329681,0.0513468183,44.8138809398,-25.2776989314,100.9095555534,
12.6304150278,0.0507643691,44.8017168983,-25.2774471124,100.8594516414,
12.5668642681,0.0508435378,44.7727569013,-25.2482067192,100.5220571962,
12.4791136136,0.0521282141,44.8889500152,-25.2391089027,100.1670363454,
12.5628246282,0.0505,44.7886231295,-25.2159967234,99.8580094937,
12.405298319,0.0514043305,44.7929798301,-25.196357638,99.7250008825,
10.0767553558,0.0514017759,44.7725559992,-25.1946368739,99.680875393,
15.0117057511,0.0512140795,44.748909761,-25.187627072,99.2833285329,
12.2261450624,0.0512390713,44.8161668674,-25.1481863741,98.8246979418,
12.2229372426,0.0505133822,44.7721088634,-25.1414385982,98.7635535412,
10.4870808157,0.0514340358,44.6853617037,-25.1201175465,98.5839884705,
12.1568709241,0.0514333579,44.7889808996,-25.1191727119,98.4805452761,
12.1231773889,0.0508393882,44.8111681292,-25.118319721,98.29633946,
12.0877086143,0.0507682358,44.8131752334,-25.1083481176,98.1196482225,
4.3228,0.0506693596,44.7043455804,-25.0726321328,97.7746786121,
11.9498673623,0.0513390557,44.817147514,-25.0614881676,97.4726621209,
11.9148648061,0.0513315612,44.8564994191,-25.0591998671,97.315057682,
11.8278677088,0.0511501272,44.7748914679,-25.0097700744,96.8676325154,
11.7990514344,0.0510462984,44.8070078743,-25.0071160345,96.7361355676,
11.6807875286,0.0516242462,44.8715880152,-24.9719964636,96.2182132072,
11.6481340157,0.0530507559,44.7155826091,-24.9129736815,96.0766851599,
10.841947011,0.050387162,44.7356516521,-24.9113140696,95.7907784225,
11.4712605424,0.0516154651,44.8213451212,-24.8774116648,95.2076250753,
8.9012536303,0.0506223416,44.699017519,-24.8651777118,95.1474674712,
11.3933732519,0.0510942858,44.8069270615,-24.8482337327,94.8061794276,
11.3841242225,0.0511691961,44.7512798864,-24.8316815589,94.7493890956,
11.2820026421,0.0512007984,44.775970237,-24.8032455233,94.2427211497,
11.7150990705,0.0511817217,44.7838167586,-24.7902912383,94.0312587886,
11.2079778047,0.0526599895,44.8301980742,-24.783598314,93.9273028232,
11.1585035615,0.0515078801,44.840315048,-24.7790108964,93.6289414164,
15.3386051056,0.0510388909,44.7751031398,-24.7685879443,93.5889970127,
11.0656584808,0.0513605709,44.8812798775,-24.7626464698,93.1453704995,
9.6623261039,0.0513171494,44.8212973615,-24.7456868108,93.0964864079,
11.0167266188,0.0513454237,44.7845370467,-24.7275870953,92.8645946572,
11.0090352547,0.0507545685,44.7755993612,-24.7272862387,92.8008530928,
10.935139623,0.051266735,44.7877492958,-24.705991292,92.4327533807,
10.8735845477,0.0514506086,44.7999317666,-24.690146343,92.1185058908,
10.856323888,0.0511962623,44.7810302529,-24.6827793693,92.0150465095,
10.8274981624,0.0510662823,44.7725406437,-24.6735905575,91.8582093961,
10.7029043827,0.051082496,44.8146978495,-24.6464745505,91.2243762765,
10.5638493862,0.0511948548,44.9610141462,-24.6333064698,90.5478097767,
10.5364591451,0.0520057998,44.787366439,-24.5824469194,90.4017601019,
10.4513382216,0.0511134015,44.856183437,-24.5727510105,89.95621343,
10.4394629234,0.0510817691,44.7303175564,-24.5423465103,89.8716884751,
10.3886208633,0.050316462,44.7244363676,-24.5267174483,89.5916905783,
10.37075439,0.0505,44.7460168362,-24.5230357318,89.5129006364,
10.3389204062,0.0506665284,44.7052681108,-24.5006943909,89.35313994,
8.5084708008,0.0515282441,44.6303473131,-24.4991988468,89.1826757089,
