7.3073442611,0.1627951493,19.0175,0.940625,21.375,0.375,-7.0167150264,202.321838335
7.8982256258,0.0294617326,4.8695,0.275625,16.875,-0.125,-14.2146199581,68.9909450075
5.6557165225,0.1601206575,12.7295,0.204375,28.875,2.625,-16.4168926507,105.6278507057
5.7067899682,0.369743391,11.9435,0.251875,0.375,-1.125,-13.6884240198,101.5984158009
4.4520671305,0.0381148791,6.8345,0.156875,18.375,-4.625,-17.7740767944,74.9587625136
4.4275576793,0.0265169578,5.6555,0.133125,17.625,3.375,-16.4106341412,69.8700316831
3.2444952226,18.1619909687,19.8035,0.489375,24.375,1.125,,
5.7085111975,0.0355904903,8.4065,0.394375,6.375,-2.875,-15.2081194997,87.8691638916
3.145210883,5.1144101274,18.2315,0.679375,29.625,2.375,,
5.3817057962,0.031395083,7.6205,0.536875,11.625,3.625,-15.1510969945,87.3412394588
5.5861785461,0.0526492813,12.3365,0.584375,28.125,0.125,-14.3284081232,120.5459983449
6.309160004,0.0492410608,15.0875,0.560625,19.875,4.875,-11.3867495888,139.9935255085
5.8092523206,0.0572742128,7.2275,0.631875,22.875,4.625,-15.55469498,87.598694075
6.4898900491,0.2289149105,18.6245,0.323125,13.125,1.375,-10.0018060332,153.2616529657
5.962841598,0.0455744707,10.3715,0.370625,15.375,2.125,-15.5198458654,97.7826800444
6.0726465776,0.039150932,6.0485,0.893125,7.125,-1.375,-13.3506596041,85.1167422602
5.9152258089,0.0473943113,11.5505,0.180625,10.125,4.375,-15.9642530906,96.9652036122
6.1675275103,0.2019609147,16.6595,0.061875,4.125,3.125,-12.2379928811,119.2835969069
5.5601204394,0.0134898849,8.7995,0.703125,20.625,-0.875,-14.3941253116,99.0512733042
6.2624323015,0.2558848546,5.2625,0.869375,26.625,0.625,-13.6510217081,80.0995494999
3.3712928345,51.4607691777,17.8385,0.726875,16.125,-1.875,,
5.3054748789,0.0416215701,16.2665,0.513125,12.375,2.875,-10.1184241004,146.7063250348
4.6865738709,0.0852783981,14.6945,0.655625,22.125,-4.375,-10.6327397425,142.5445613408
4.4592139628,0.106014553,19.4105,0.299375,19.125,-3.125,-9.7512872883,159.737708584
6.9631426515,0.2080559282,15.8735,0.465625,27.375,-0.625,-12.0674470141,143.1901505698
5.1769711714,0.2185236251,10.7645,0.845625,13.875,-1.625,-12.4307006865,116.5056820736
5.9188952962,0.0017140666,8.0135,0.821875,23.625,-3.375,-14.8458312894,96.6761123604
5.6723605283,0.0025544907,6.4415,0.608125,8.625,-4.125,-14.612177058,82.3468246314
6.2493991931,0.1314657564,14.3015,0.109375,25.125,-4.875,-15.5983238354,109.3792143393
5.8314839311,0.009710395,15.4805,0.916875,9.375,3.875,-8.3784223751,159.0736008721
7.2509659388,0.2764997689,11.1575,0.774375,5.625,0.875,-11.7411669513,116.8008458311
5.3811832083,0.0716258673,13.1225,0.441875,4.875,1.625,-11.8557785787,117.4849478256
5.5524953661,0.0265390107,17.4455,0.964375,3.375,-2.625,-7.2784401898,180.1711706603
7.0410929663,0.2191982715,13.9085,0.228125,14.625,-2.125,-14.0657370897,112.0743788295
5.9093626896,0.0049755633,13.5155,0.750625,10.875,-3.625,-10.468912854,134.9409980411
5.7852288751,0.0478172056,17.0525,0.418125,1.875,-2.375,-8.8656510279,145.3896840106
7.140558073,0.336346324,4.4765,0.346875,2.625,4.125,-12.700330239,68.297403229
3.4912555668,0.0126184832,9.5855,0.798125,1.125,-3.875,-12.4344083241,106.2182908842
5.8652073576,0.0026639379,9.9785,0.988125,25.875,1.875,-13.1383953921,114.9411709016
5.573235402,0.017426025,9.1925,0.085625,7.875,-0.375,-17.4694022218,82.7807821186
3.74834468,0.0121336209,4.28,0.05,0,-5,-13.2458889335,63.6388049957
3.74834468,0.0121336209,4.28,0.05,0,5,-13.2458889335,63.6388049957
3.7633995216,0.0119901913,4.28,0.05,30,-5,-14.2180624578,63.7443040731
3.7633995216,0.0119901913,4.28,0.05,30,5,-14.2180624578,63.7443040731
7.3102115916,0.0453560196,4.28,1,0,-5,-10.7371356534,75.5596312606
7.3102115916,0.0453560196,4.28,1,0,5,-10.7371356534,75.5596312606
7.2677802011,0.0460562157,4.28,1,30,-5,-11.5598756122,75.774658819
7.2677802011,0.0460562157,4.28,1,30,5,-11.5598756122,75.774658819
3.1831837266,6.9518008687,20,0.05,0,-5,-1.8083920808,212.0021346258
3.1831837266,6.9518008687,20,0.05,0,5,-1.8083920808,212.0021346258
3.1826969394,6.9500942205,20,0.05,30,-5,-2.3717202153,223.9585312589
3.1826969394,6.9500942205,20,0.05,30,5,-2.3717202153,223.9585312589
11.9172330223,1.1711362134,20,1,0,-5,,
11.9172330223,1.1711362134,20,1,0,5,,
11.9188780045,1.1720236815,20,1,30,-5,,
11.9188780045,1.1720236815,20,1,30,5,,
