19.528399999999998,0.38249999999999995,23.85,2.3,0.09999999999999964,-19.882730266435587,170.41173042682323
6.952400000000001,0.7055,32.85,2.5,-2.9,-16.823906388486872,87.85194128265756
12.6116,0.9335,8.55,1.2999999999999998,1.8999999999999995,-15.223712591678574,133.18703634016714
18.270799999999998,0.6865,40.05,4.300000000000001,0.3000000000000007,-22.888192916998456,193.6150764530004
18.8996,0.9715,14.850000000000001,-0.09999999999999964,-1.9,-16.59878731771245,199.4504830984036
8.21,0.5535,15.749999999999998,0.8999999999999995,-4.5,-16.338702498348393,91.26012130946472
18.5852,0.7435,27.45,-1.0999999999999996,-3.7,-19.554772660576415,191.8966645679825
19.8428,0.8005,18.45,-0.3000000000000007,3.6999999999999993,-18.00151393470116,206.33792029938448
10.4108,0.1545,42.75,-2.1,-1.6999999999999997,-23.39935780515943,92.48305478908898
17.642,0.0785,4.95,-2.3,3.5,-18.277917874005023,126.49401638755577
8.838799999999999,0.49649999999999994,36.45,-0.7000000000000002,-3.9,-19.474274527225653,94.35585642400775
7.5812,0.45849999999999996,7.65,-1.9,-3.1,-15.95370295616091,85.16047641339748
11.9828,0.6485,3.1500000000000004,2.0999999999999996,-4.7,-15.767292693489415,118.39647486188987
9.782,0.8765000000000001,20.25,-2.5,-4.9,-16.101194773431146,110.34002693731057
6.638,0.1735,19.35,2.9000000000000004,-2.6999999999999997,-17.608916705908804,74.5368509814404
17.3276,0.9905,29.25,1.8999999999999995,0.6999999999999993,-18.504265902818084,185.90904211022993
16.3844,0.8195,1.3499999999999999,2.7,-0.3000000000000007,-15.701639207015749,163.4826125137347
14.8124,0.43949999999999995,5.8500000000000005,0.3000000000000007,-2.1,-16.62681824395899,129.36009221214954
16.6988,0.9145,35.550000000000004,-3.9,3.9000000000000004,-20.056135509410748,179.74807773477778
13.5548,0.3635,39.15,4.699999999999999,3.1000000000000014,-22.03381957522581,121.18956932619611
4.7516,0.3445,28.35,3.299999999999999,-1.0999999999999996,-14.346705018176998,69.59999496705026
19.214,0.1925,2.25,-0.5,-0.7000000000000002,-17.756806708492682,145.9987310402924
8.5244,0.5915,31.95,-4.3,-0.09999999999999964,-18.229638155918984,94.90457304664507
15.755599999999998,0.32549999999999996,0.45,-1.5,4.5,-16.913458661384226,129.45532507059676
14.183599999999998,0.40149999999999997,30.150000000000002,4.1,-1.5,-19.974968803110798,125.82378420349585
15.1268,0.6105,11.25,-4.1,1.2999999999999998,-16.57501483731263,142.00085456082772
16.07,0.3065,37.35,-1.6999999999999997,-2.3,-22.446482388039197,136.98562230233784
6.0092,0.2875,40.95,-3.5,-3.5,-18.295003605817037,74.59127516543849
14.498000000000001,0.1165,16.65,0.09999999999999964,1.0999999999999996,-19.042131857644893,110.23370718361178
13.240399999999998,0.4775,34.65,-2.6999999999999997,2.7,-20.429934001522884,123.38100768020595
11.0396,0.059500000000000004,43.65,-2.9,2.5,-24.70553425178807,92.582090314837
17.9564,0.5155,22.95,-4.9,-1.2999999999999998,-19.019251672395065,165.90849094561116
5.6948,0.7815,21.15,-3.7,4.1,-14.149299709568773,81.2593588135204
10.7252,0.6295000000000001,25.65,1.7000000000000002,3.299999999999999,-17.805707605864068,110.24606095496426
5.3804,0.6675,12.15,3.5,1.5,-13.571279601966852,77.56685061494696
12.2972,0.1355,26.549999999999997,3.6999999999999993,0.8999999999999995,-20.50033056083888,99.71660580474881
11.668399999999998,0.5345,13.049999999999999,3.1000000000000014,-0.9000000000000004,-16.66848720286875,112.0323623347654
7.8956,0.5725,17.55,-4.7,-2.5,-16.3017220361381,89.86866213697564
9.1532,0.2685,22.05,-3.1,1.7000000000000002,-18.616018335776218,88.28265712412248
13.8692,0.7245,41.85,0.5,-4.1,-21.36664743132545,144.36837188420958
7.2668,0.8385,38.25,-1.2999999999999998,-0.5,-17.270060483901894,92.8934730775789
10.0964,0.7625,10.35,-4.5,2.3,-15.605759395975824,109.05097121989888
6.323600000000001,0.0975,4.05,4.9,2.0999999999999996,-16.888088116755107,71.71381707877836
15.441199999999998,0.8575,13.95,3.9000000000000004,4.300000000000001,-16.223375285251755,157.13075660637992
17.0132,0.8955,9.45,-3.3,-4.3,-15.961262204672744,174.19768404096004
11.354,0.23049999999999998,24.750000000000004,-0.9000000000000004,-3.3,-19.52605153190085,98.63148255849444
5.066000000000001,0.2495,6.75,1.0999999999999996,0.5,-14.358867798556716,69.37932276562435
9.467600000000001,0.9525,33.75,4.5,2.9000000000000004,-17.572042107035923,110.83359217015808
4.4372,0.21150000000000002,31.049999999999997,1.5,4.699999999999999,-14.139607291354295,66.46967751136404
12.926000000000002,0.4205,44.55,0.6999999999999993,4.9,-22.85230154070058,120.81405642540705
4.28,0.05,0.0,-5.0,-5.0,-13.284870534123948,63.638804995652585
4.28,0.05,0.0,-5.0,5.0,-13.284870534123948,63.638804995652585
4.28,0.05,0.0,5.0,-5.0,-13.284870643739549,63.638804995652585
4.28,0.05,0.0,5.0,5.0,-13.284870643739549,63.638804995652585
4.28,0.05,45.0,-5.0,-5.0,-14.939533090309718,63.91611975723919
4.28,0.05,45.0,-5.0,5.0,-14.939533090309718,63.91611975723919
4.28,0.05,45.0,5.0,-5.0,-14.93953308811659,63.91611975723919
4.28,0.05,45.0,5.0,5.0,-14.93953308811659,63.91611975723919
4.28,1.0,0.0,-5.0,-5.0,-10.756478454911285,75.55963126061172
4.28,1.0,0.0,-5.0,5.0,-10.756478454911285,75.55963126061172
4.28,1.0,0.0,5.0,-5.0,-10.756478870981132,75.55963126061172
4.28,1.0,0.0,5.0,5.0,-10.756478870981132,75.55963126061172
4.28,1.0,45.0,-5.0,-5.0,-12.210896523462706,76.01849399416899
4.28,1.0,45.0,-5.0,5.0,-12.210896523462706,76.01849399416899
4.28,1.0,45.0,5.0,-5.0,-12.210896907111925,76.01849399416899
4.28,1.0,45.0,5.0,5.0,-12.210896907111925,76.01849399416899
20.0,0.05,0.0,-5.0,-5.0,-18.61238895040767,140.9834236561989
20.0,0.05,0.0,-5.0,5.0,-18.61238895040767,140.9834236561989
20.0,0.05,0.0,5.0,-5.0,-18.612388957024088,140.9834236561989
20.0,0.05,0.0,5.0,5.0,-18.612388957024088,140.9834236561989
20.0,0.05,45.0,-5.0,-5.0,-28.17739335740629,158.32623293536665
20.0,0.05,45.0,-5.0,5.0,-28.17739335740629,158.32623293536665
20.0,0.05,45.0,5.0,-5.0,-28.17739335824589,158.32623293536665
20.0,0.05,45.0,5.0,5.0,-28.17739335824589,158.32623293536665
20.0,1.0,0.0,-5.0,-5.0,-15.806268953813737,212.00213462577798
20.0,1.0,0.0,-5.0,5.0,-15.806268953813737,212.00213462577798
20.0,1.0,0.0,5.0,-5.0,-15.80626895191733,212.00213462577798
20.0,1.0,0.0,5.0,5.0,-15.80626895191733,212.00213462577798
20.0,1.0,45.0,-5.0,-5.0,-23.751631723238336,244.8335880150466
20.0,1.0,45.0,-5.0,5.0,-23.751631723238336,244.8335880150466
20.0,1.0,45.0,5.0,-5.0,-23.751631723398276,244.8335880150466
20.0,1.0,45.0,5.0,5.0,-23.751631723398276,244.8335880150466
