4.28,45,-13.7561588291,68.5333798289
4.28,0,-12.0881475052,68.1274487893
4.542,6.75,-12.8023349998,69.3180349025
5.066,21.75,-14.5076821683,71.811362197
5.59,38.25,-16.8205217413,74.5664653413
6.114,2.25,-14.7594000845,76.5810223147
6.638,12.75,-15.2995277276,79.1307177497
7.162,30.75,-17.1553841127,82.1952907189
7.686,8.25,-14.8577411859,84.2889268087
8.21,41.25,-18.477924058,88.3710472942
8.734,20.25,-15.3044479499,89.9956322421
9.258,9.75,-13.9743336205,92.5934279189
9.782,32.25,-16.0706762946,96.623340527
10.306,0.75,-12.9359745997,98.1869288044
10.83,24.75,-14.1925955784,102.2422274488
11.354,36.75,-15.4792081969,106.8167720931
11.878,44.25,-16.3077393576,112.0800746154
12.402,14.25,-11.9489744648,111.2876658416
12.926,3.75,-11.0585820857,114.1706502968
13.45,26.25,-12.4172246495,119.2820872706
13.974,33.75,-13.0064069099,124.9178777543
14.498,18.75,-10.9126104495,126.1381936946
15.022,11.25,-10.0323206762,128.8419309424
15.546,39.75,-12.6584441686,140.2410438709
16.07,27.75,-10.2180766404,140.410874066
16.594,35.25,-10.8078974595,147.2249380386
17.118,15.75,-8.8675464689,146.4212844804
17.642,5.25,-8.1636859343,149.989690122
18.166,29.25,-9.6275398723,160.3631390421
18.69,23.25,-8.8859777279,162.7395407721
19.214,42.75,-11.0612129066,183.751595541
19.738,17.25,-8.1103314684,172.3234148965
20,45,-10.90642657,198.1133629281
20,0,-7.4679080993,172.255373738
