5.2625,0.465625,-9.6759291229,74.0671771583
6.8345,0.204375,-9.1627967213,76.3424793732
7.2275,0.821875,-4.7670243905,92.1311959293
8.4065,0.228125,-7.8165879968,84.1281417146
9.1925,0.679375,-5.8229740969,101.7874825409
10.3715,0.798125,-3.5934142747,113.8829372874
11.5505,0.845625,-4.0143349713,124.465238725
12.3365,0.513125,-2.6635922883,118.0990054618
13.1225,0.061875,-4.8560456129,101.7192166001
14.3015,0.893125,-0.2751272729,151.2099201694
15.0875,0.584375,-2.1130994385,145.0358363197
16.6595,0.916875,-1.1106199871,177.1271295987
17.8385,0.536875,-2.5343280112,169.9903878369
18.2315,0.869375,-1.2974878681,195.3808595978
18.6245,0.726875,-2.4432850728,194.2260877459
19.4105,0.251875,-0.7586829037,160.0086157172
19.8035,0.608125,-2.330167331,201.4388762884
15.4805,0.750625,-2.7863060108,157.325847474
16.2665,0.323125,-1.7406460523,137.5985858981
4.28,0.05,-13.3217138974,63.8243933403
4.28,1,-6.9731618782,75.9499054411
20,0.05,-3.4381513817,147.0073171644
20,1,-1.8084225731,224.8816015999
