10.306,0.0658333333,6.75,-3.8717414946,87.1529906599
6.114,0.6358333333,24.75,-5.9200318315,81.4198775999
18.166,0.0975,29.25,-2.4759880247,135.9157086513
13.45,0.7308333333,27.75,-2.7878344657,136.5639907702
16.594,0.4775,18.75,-1.4254062352,148.4744682683
4.28,0.05,45,-14.865814806,64.0296655382
4.28,1,0,-5.9413799962,75.6762828406
4.28,1,45,-8.0161920688,76.2919805562
20,0.05,0,-2.7212494927,141.347490202
20,0.05,45,-4.4679276906,159.5153411542
20,1,0,-1.3770593067,212.6843266959
20,1,45,-2.3031382502,247.331727647
