"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
887, 2.345704703000000e+00, 1.212407278200000e+00, 1.246628443400000e-01, 4.468895176076764e+00, 9.218923582100302e-03, 3.284208438362263e-01
888, 2.364547891900000e+00, 1.232233409000000e+00, 1.305231719800000e-01, 4.653724813527760e+00, 3.788781984840934e-01, 3.134566257762593e-01
889, 2.366270655800000e+00, 1.208391532100000e+00, 1.316456818000000e-01, 4.675414436485551e+00, 4.222574443996746e-01, 3.135412693902967e-01
3586, 2.341971934000000e+00, 1.229558251900000e+00, 1.230524584200000e-01, 4.426700364379967e+00, -7.517069981149227e-02, 3.286502394960957e-01
2672, 2.349255133400000e+00, 1.196006906100000e+00, 1.262103583300000e-01, 4.501304091842398e+00, 7.403675511336871e-02, 3.344885850594893e-01
8735, 2.326190313200000e+00, 1.192711040700000e+00, 1.186061175400000e-01, 4.522162202391224e+00, 1.157529762110201e-01, 3.323294541674258e-01
3587, 2.324610126400000e+00, 1.218636972800000e+00, 1.175458073500000e-01, 4.472849400665150e+00, 1.712737275887299e-02, 3.338986455797723e-01
7282, 2.379549270500000e+00, 1.220174101000000e+00, 1.358590961200000e-01, 4.523259376788594e+00, 1.179473250057601e-01, 3.148293884811448e-01
3581, 2.345137094400000e+00, 1.245589709300000e+00, 1.237608181500000e-01, 4.432775528238033e+00, -6.302037209536060e-02, 3.338024153233713e-01
4479, 2.363309708500000e+00, 1.254653253400000e+00, 1.296089324900000e-01, 4.662491329593642e+00, 3.964112306158576e-01, 3.220590671966232e-01
4044, 2.382321214000000e+00, 1.251871766600000e+00, 1.360555656600000e-01, 4.296809816912512e+00, -3.349517947464041e-01, 3.047506568372015e-01
5403, 2.364672480200000e+00, 1.185650469000000e+00, 1.316334452800000e-01, 4.542091590617459e+00, 1.556117526634910e-01, 3.083870307216712e-01
5404, 2.383345841000000e+00, 1.199372905800000e+00, 1.376456354000000e-01, 4.505441002200651e+00, 8.231057582987412e-02, 3.175112786140213e-01
8054, 1.311410851000000e+00, 9.148902290199999e-01, -1.305128574500000e-01, 4.140063358384244e+00, -6.484447118029397e-01, 4.729567915777564e-01
892, 3.366969721000000e-01, 4.951082573100000e-01, 1.788570403200000e-02, 4.772446053156918e+00, 6.163206777424080e-01, 2.306378768629417e-01
893, 3.337700736200000e-01, 4.882682575200000e-01, 1.526361338600000e-03, 5.049709034472680e+00, 1.170846640373933e+00, 2.040042706624325e-01
894, 3.254579064500000e-01, 4.785452982900000e-01, 1.635068888800000e-02, 4.999461273609250e+00, 1.070351118647073e+00, 2.142581384866702e-01
8201, 3.431656818100000e-01, 5.025036438100000e-01, 4.497565673000000e-03, 4.959342363776078e+00, 9.901132989807292e-01, 1.932541568896962e-01
14749, 3.271313338300000e-01, 4.809704588100000e-01, 3.184860913400000e-02, 4.845388492063481e+00, 7.622055555555356e-01, 2.151431638605358e-01
1428, 3.479118803100000e-01, 5.116356156300000e-01, 1.941741978800000e-02, 4.941465382037384e+00, 9.543593355033408e-01, 1.734851892020084e-01
13115, 3.379605364300000e-01, 4.969237211300000e-01, 3.334640874200000e-02, 4.981368990745557e+00, 1.034166552919686e+00, 2.191344106289477e-01
5857, 3.220182389100000e-01, 4.705861804500000e-01, -1.561615330400000e-03, 5.044228210736705e+00, 1.159884992901983e+00, 2.962910705103571e-01
7931, 3.317312808100000e-01, 4.808606462500000e-01, -1.277801266000000e-02, 4.836536285812972e+00, 7.445011430545172e-01, 2.453995579022746e-01
3026, 3.437709126800000e-01, 4.969305474000000e-01, -1.516229270800000e-02, 4.689945080185161e+00, 4.513187317988959e-01, 2.031214712048990e-01
5858, 3.141946313400000e-01, 4.619466619000000e-01, 1.481236725300000e-02, 4.925211393325518e+00, 9.218513580796088e-01, 2.926622825239543e-01
14750, 3.168215010700000e-01, 4.657771850600000e-01, 3.048292019400000e-02, 5.151736883759567e+00, 1.374902338947706e+00, 2.400956685019110e-01
896, 3.097211858100000e-01, 4.526741033300000e-01, -2.427477709800000e-03, 4.681993948295131e+00, 4.354164680188344e-01, 2.972261666392879e-01
897, 3.208314043500000e-01, 4.630317645200000e-01, -1.860770653900000e-02, 5.051326169330826e+00, 1.174080910090225e+00, 3.174395231933567e-01
1780, 3.029070946500000e-01, 4.453122713300000e-01, 1.327073200500000e-02, 4.760798519205427e+00, 5.930256098394278e-01, 2.540956707708320e-01
8378, 3.275693163200000e-01, 4.640299462000000e-01, -3.465723956000000e-02, 5.106796828893857e+00, 1.285022229216287e+00, 2.930318339159467e-01
7930, 3.349692315000000e-01, 4.787400639000000e-01, -2.706988474000000e-02, 4.805365682359257e+00, 6.821599361470874e-01, 2.188306833703934e-01
898, 2.704443621000000e+00, 2.966903578100000e+00, 2.115680488700000e-01, 4.464503087440757e+00, 4.347463100877746e-04, 3.733023048709472e-01
899, 2.669705536100000e+00, 2.964739066600000e+00, 2.022277146500000e-01, 4.435720343797700e+00, -5.713074097602622e-02, 3.741430171192298e-01
900, 2.680563478700000e+00, 2.989651715000000e+00, 2.051737662400000e-01, 4.516109379627935e+00, 1.036473306844439e-01, 3.727702937378147e-01
5822, 2.713449173900000e+00, 2.989337030200000e+00, 2.140178064900000e-01, 4.499773598261622e+00, 7.097576795181659e-02, 3.689460797370796e-01
7503, 2.649323437000000e+00, 2.989171328700000e+00, 1.971136306400000e-01, 4.335375533993576e+00, -2.578203605842759e-01, 3.915836150745239e-01
901, 2.633836989200000e+00, 2.962742008900000e+00, 1.929965378700000e-01, 4.327583526473172e+00, -2.734043756250824e-01, 3.920391098663353e-01
902, 2.657766645500000e+00, 2.936677754500000e+00, 1.989861042000000e-01, 4.363730863964876e+00, -2.011097006416751e-01, 3.760020992163812e-01
1760, 2.662922322300000e+00, 3.015943857500000e+00, 2.007616231700000e-01, 4.492563974146274e+00, 5.655651972112175e-02, 3.925052713160090e-01
1762, 2.692849254100000e+00, 3.010116357800000e+00, 2.084830750300000e-01, 4.423258037452072e+00, -8.205535366728256e-02, 3.849718430165840e-01
6718, 2.618335108600000e+00, 2.992107094600000e+00, 1.895125481900000e-01, 4.352402969849392e+00, -2.237654888726439e-01, 3.968862056910068e-01
9461, 2.679764459700000e+00, 2.913173338700000e+00, 2.048492522900000e-01, 4.368500727546813e+00, -1.915699734778009e-01, 3.772891480846238e-01
903, 1.074320520500000e+00, 7.882264472200000e-01, -1.618169490800000e-01, 3.971260355136828e+00, -9.860507182977711e-01, 5.034457794432203e-01
904, 1.108829747000000e+00, 7.957960863600000e-01, -1.592826487000000e-01, 4.044077136544162e+00, -8.404171554831024e-01, 4.829828636756952e-01
905, 1.103525948900000e+00, 7.634922583700000e-01, -1.629488219200000e-01, 4.027591260630818e+00, -8.733889073097920e-01, 4.835415555476644e-01
6526, 1.044252350900000e+00, 8.013251383400000e-01, -1.611442129800000e-01, 4.021297136570174e+00, -8.859771554310800e-01, 5.053523079219736e-01
4465, 1.134474894600000e+00, 7.840118391799999e-01, -1.587846865100000e-01, 4.060140794305783e+00, -8.082898399598603e-01, 4.816642670082570e-01
3651, 1.134976668100000e+00, 7.500887098300000e-01, -1.619260034000000e-01, 4.053809482245402e+00, -8.209524640806229e-01, 4.604302946327709e-01
906, 2.286974177100000e+00, 1.737589077700000e+00, 9.866013836699999e-02, 4.255724982961919e+00, -4.171214626475894e-01, 3.628695944716471e-01
907, 2.293464603400000e+00, 1.710244717600000e+00, 1.007342623800000e-01, 4.391000366166216e+00, -1.465706962389941e-01, 3.630591366408275e-01
908, 2.261586309200000e+00, 1.706380192200000e+00, 9.155476436600000e-02, 4.262640068704644e+00, -4.032912911621391e-01, 3.670836241871405e-01
1502, 2.319805959100000e+00, 1.728312667200000e+00, 1.083214976100000e-01, 4.417661247534104e+00, -9.324893350321872e-02, 3.463282200359926e-01
8251, 2.255715911200000e+00, 1.733301014900000e+00, 8.976217612000000e-02, 4.238355554243393e+00, -4.518603200846414e-01, 3.665489237423248e-01
3157, 2.318599140500000e+00, 1.764074066100000e+00, 1.076610777000000e-01, 4.365407449180195e+00, -1.977565302110378e-01, 3.571500045733409e-01
4753, 2.283441149400000e+00, 1.771662565900000e+00, 9.745208282300000e-02, 4.299403921396899e+00, -3.297635857776289e-01, 3.571845731120081e-01
4751, 2.260751105800000e+00, 1.758358549600000e+00, 9.108490697100000e-02, 4.290914127006066e+00, -3.467431745592951e-01, 3.665395410908397e-01
5496, 2.283160491500000e+00, 1.680822622300000e+00, 9.795162947000000e-02, 4.463951009546711e+00, -6.694094780055337e-04, 3.662873535837052e-01
1501, 2.311522581600000e+00, 1.695653892600000e+00, 1.061693041800000e-01, 4.634850964122689e+00, 3.411304996739517e-01, 3.547275665800553e-01
1155, 2.228727023800000e+00, 1.724250942300000e+00, 8.223661990700000e-02, 4.341097680665799e+00, -2.463760672398294e-01, 3.671013990545496e-01
6221, 2.230791220700000e+00, 1.697340008400000e+00, 8.288337095200000e-02, 4.224958466146334e+00, -4.786544962787592e-01, 3.748300874171713e-01
6220, 2.253656736500000e+00, 1.678412425900000e+00, 8.943883338800000e-02, 4.433062195880330e+00, -6.244703681076658e-02, 3.680451511254715e-01
909, 4.806252828300000e-01, 7.072147425600001e-01, 3.754322214200000e-02, 4.858071027550282e+00, 7.875706265291367e-01, 2.422216356727915e-01
910, 4.766820672000000e-01, 6.990784375000000e-01, 2.211923025700000e-02, 4.843286140619194e+00, 7.580008526669619e-01, 2.729064392603354e-01
911, 4.696962466400000e-01, 6.911086725200000e-01, 3.605055036900000e-02, 4.927123969827661e+00, 9.256765110838945e-01, 2.401955036396163e-01
9425, 4.864455548400000e-01, 7.137291292700000e-01, 2.460382880200000e-02, 4.772379635822678e+00, 6.161878430739289e-01, 2.394044890520977e-01
14759, 4.821625443300000e-01, 7.094344244800000e-01, 5.239158955100000e-02, 4.805136719721494e+00, 6.817020108715610e-01, 2.535069574335382e-01
9424, 4.915308277600000e-01, 7.232861936400000e-01, 3.903268551300000e-02, 4.685072228848694e+00, 4.415730291259603e-01, 2.458656622270344e-01
913, 4.654295023300000e-01, 6.822650177100000e-01, 1.961050419200000e-02, 4.926242602580220e+00, 9.239137765890124e-01, 2.471079145893123e-01
914, 4.751080741800000e-01, 6.925992151000000e-01, 8.474907869900000e-03, 4.818615584550761e+00, 7.086597405300950e-01, 3.024985546322796e-01
2648, 4.867986606700000e-01, 7.080819120400000e-01, 5.841153469300000e-03, 4.863746435067917e+00, 7.989214415644064e-01, 2.822294477866247e-01
8614, 4.587436686200000e-01, 6.749679090000000e-01, 3.455466328700000e-02, 4.744991423089033e+00, 5.614114176066387e-01, 2.830391059010636e-01
10272, 4.628765727000000e-01, 6.794610797400000e-01, 6.040625326600000e-02, 4.836912207870387e+00, 7.452529871693478e-01, 2.487110620566375e-01
10271, 4.743438397800000e-01, 6.955885923000000e-01, 6.525929011200000e-02, 4.681045455837544e+00, 4.335194831036606e-01, 2.447998903510946e-01
912, 4.647655320500000e-01, 6.753448943200000e-01, 2.124412881200000e-03, 4.628993744106070e+00, 3.294160596407121e-01, 2.876399056516978e-01
5735, 4.551829427300000e-01, 6.665846351400000e-01, 1.595007977600000e-02, 4.825466574596623e+00, 7.223617206218194e-01, 2.960585491658430e-01
7845, 4.778350189800000e-01, 6.893662743700000e-01, -6.557830234000000e-03, 4.789479945967921e+00, 6.503884633644148e-01, 2.778762753060167e-01
5064, 4.667948301500000e-01, 6.686412318000000e-01, -1.556323145000000e-02, 4.659047432574736e+00, 3.895234365780454e-01, 2.917958270096280e-01
5065, 4.532582427900000e-01, 6.556999725800000e-01, -5.223506461400000e-03, 4.557931466512601e+00, 1.872915044537749e-01, 3.212726566505658e-01
917, 1.276007578400000e+00, 1.756434551500000e+00, 2.560030855700000e-02, 4.332482227775723e+00, -2.636069730199804e-01, 4.490584875602568e-01
918, 1.288154983700000e+00, 1.778046162200000e+00, 2.936090522100000e-02, 4.241658597549247e+00, -4.452542334729337e-01, 4.628256658813853e-01
8974, 1.263119595100000e+00, 1.743734469700000e+00, 2.657697749800000e-02, 4.126376676690715e+00, -6.758180751899978e-01, 4.180132506072632e-01
9808, 1.304074829000000e+00, 1.788688511900000e+00, 2.591593558400000e-02, 4.197430203178132e+00, -5.337110222151633e-01, 4.692740076989020e-01
3625, 1.300442793500000e+00, 1.800570038600000e+00, 3.351662973400000e-02, 4.356534986334142e+00, -2.155014559031425e-01, 4.513754650691909e-01
3626, 1.284926627700000e+00, 1.797615373200000e+00, 4.146844181400000e-02, 4.297332501644382e+00, -3.339064252826631e-01, 4.773469576942645e-01
919, 2.580038383900000e+00, 1.872181560400000e+00, 1.884262752300000e-01, 4.705347217209383e+00, 4.821230058473383e-01, 3.128981090273477e-01
921, 2.576310334100000e+00, 1.851835095100000e+00, 1.876434672500000e-01, 4.295619166183839e+00, -3.373330962037500e-01, 3.103730274298488e-01
5471, 2.561661011300000e+00, 1.859008260000000e+00, 1.825307738200000e-01, 4.328974056640515e+00, -2.706233152903970e-01, 3.057373022494168e-01
1316, 2.566722545900000e+00, 1.888411547300000e+00, 1.835667104000000e-01, 4.582430772161254e+00, 2.362901157510802e-01, 3.277920773430339e-01
1317, 2.585891735500000e+00, 1.894731738500000e+00, 1.898782105800000e-01, 4.608026083556404e+00, 2.874807385413813e-01, 3.149486622204320e-01
2345, 2.559539709600000e+00, 1.874106861400000e+00, 1.814814541200000e-01, 4.736295211856707e+00, 5.440189951419878e-01, 3.235801502663054e-01
9330, 2.595525791000000e+00, 1.882181676000000e+00, 1.934563063300000e-01, 4.779556366724901e+00, 6.305413048783759e-01, 3.005127764195539e-01
4330, 2.573202530800000e+00, 1.834902976200000e+00, 1.869912517400000e-01, 4.236846662775849e+00, -4.548781030197286e-01, 3.147579067383022e-01
5362, 2.557933376800000e+00, 1.841788189900000e+00, 1.816690445900000e-01, 4.221957199316367e+00, -4.846570299386936e-01, 3.056076219830090e-01
922, 2.150444023400000e+00, 3.434619930700000e-01, 7.901725310200000e-02, 4.480713951464711e+00, 3.285647435799532e-02, 3.104236374293057e-01
924, 2.146444523300000e+00, 3.684852724100000e-01, 7.701020317800000e-02, 4.639929628108773e+00, 3.512878276461198e-01, 3.022826900609339e-01
4945, 2.166164281900000e+00, 3.572924247400000e-01, 8.410065996100000e-02, 4.832033983123833e+00, 7.354965376762390e-01, 3.028025510735343e-01
4493, 2.156887163100000e+00, 3.229881445100000e-01, 8.177451636700001e-02, 4.492411596011143e+00, 5.625176345085947e-02, 3.158300771734124e-01
6163, 2.169102589900000e+00, 3.383671099500000e-01, 8.561810029399999e-02, 4.518990000390567e+00, 1.094085722097074e-01, 3.063058926751266e-01
2565, 2.132580662300000e+00, 3.895422973000000e-01, 7.175804705100000e-02, 4.591224608173136e+00, 2.538777877748455e-01, 3.198147679064409e-01
6708, 2.163806807600000e+00, 3.747967286500000e-01, 8.283202386500001e-02, 4.834675449116824e+00, 7.407794696622219e-01, 2.990843253353614e-01
925, 2.967178888800000e+00, 3.237632768800000e+00, 2.876026951400000e-01, 4.533950603528133e+00, 1.393297784848393e-01, 3.458324035431151e-01
927, 2.954779881300000e+00, 3.237632768800000e+00, 2.835655495900000e-01, 4.461967985380666e+00, -4.635457810096001e-03, 3.650478999748159e-01
19449, 2.961396649200000e+00, 3.250765155000000e+00, 2.892996651000000e-01, 4.285350904180239e+00, -3.578696202109484e-01, 3.792990438466519e-01
6660, 2.979510760800000e+00, 3.237632768800000e+00, 2.916702785700000e-01, 4.535105411222697e+00, 1.416393938739677e-01, 3.597922832539551e-01
19448, 2.973194062900000e+00, 3.251649594700000e+00, 2.944287827500000e-01, 4.410414438911729e+00, -1.077425507479699e-01, 3.589801463356149e-01
5849, 2.942307170100000e+00, 3.237632768800000e+00, 2.795571248500000e-01, 4.312578826325602e+00, -3.034137759202231e-01, 3.640985914577612e-01
19333, 2.947016599800000e+00, 3.249396434000000e+00, 2.834885048400000e-01, 4.302023085453092e+00, -3.245252576652433e-01, 3.811422505746171e-01
929, 2.653235382600000e+00, 2.206351759400000e+00, 2.054531085800000e-01, 4.469927865282465e+00, 1.128430199350383e-02, 3.268512339211416e-01
930, 2.638871995600000e+00, 2.215180916200000e+00, 2.005303166900000e-01, 4.539847175301202e+00, 1.511229220309769e-01, 3.108709476899030e-01
932, 2.640537357600000e+00, 2.235806294800000e+00, 2.006638916500000e-01, 4.559442698404323e+00, 1.903139682372199e-01, 3.138863496596200e-01
1234, 2.651976000900000e+00, 2.186761616200000e+00, 2.054575751700000e-01, 4.270108263089707e+00, -3.883549023920133e-01, 3.334822754565731e-01
2763, 2.624324717500000e+00, 2.246960170400000e+00, 1.951912398000000e-01, 4.237174358416515e+00, -4.542227117383977e-01, 3.383566442702297e-01
3956, 2.645826118600000e+00, 2.254864858000000e+00, 2.020155191000000e-01, 4.570830069685857e+00, 2.130887108002870e-01, 3.343839150781237e-01
933, 1.577956027800000e+00, 1.210367677500000e+00, -7.469576741500000e-02, 4.145500635325170e+00, -6.375701579210862e-01, 4.548558783752055e-01
934, 1.566560128600000e+00, 1.247835026200000e+00, -7.460331787100000e-02, 4.205372796179422e+00, -5.178258362125838e-01, 4.514255477783461e-01
935, 1.608509213800000e+00, 1.235162629900000e+00, -6.839042061800001e-02, 4.172744435310684e+00, -5.830825579500587e-01, 4.509475178055121e-01
6424, 1.539338974300000e+00, 1.223847742800000e+00, -8.005298016600000e-02, 4.131543053544026e+00, -6.654853214833755e-01, 4.582265621775131e-01
936, 1.617967525300000e+00, 1.192370275200000e+00, -6.854745861500000e-02, 4.216612361113995e+00, -4.953467063434367e-01, 4.458447042216351e-01
6461, 1.591976538800000e+00, 1.176405111000000e+00, -7.385781360200000e-02, 4.168083542408287e+00, -5.924043437548523e-01, 4.500708465066466e-01
8157, 1.546863673300000e+00, 1.194306799100000e+00, -8.051492915000000e-02, 4.139865840559028e+00, -6.488397474533709e-01, 4.538022862470651e-01
8158, 1.567470273900000e+00, 1.179289232800000e+00, -7.792650719300000e-02, 4.156898152627774e+00, -6.147751233158800e-01, 4.516644100741324e-01
976, 1.590561033600000e+00, 1.265524643400000e+00, -6.990690976900001e-02, 4.030980141133898e+00, -8.666111463036312e-01, 4.510175694804731e-01
977, 1.551582314300000e+00, 1.279993993300000e+00, -7.499649983300000e-02, 4.036541295248146e+00, -8.554888380751359e-01, 4.557414796699846e-01
978, 1.527820948800000e+00, 1.257912972900000e+00, -7.966646491899999e-02, 4.037831432679783e+00, -8.529085632118605e-01, 4.562394767791965e-01
1870, 1.639597247400000e+00, 1.219435852700000e+00, -6.351741121500000e-02, 4.141631711511256e+00, -6.453080055489160e-01, 4.325688325223831e-01
1872, 1.620444517500000e+00, 1.273661374300000e+00, -6.459332559900000e-02, 4.009338383526568e+00, -9.098946615182903e-01, 4.510056524995465e-01
1060, 1.651061982400000e+00, 1.250254286700000e+00, -6.020094871600000e-02, 4.091497929156452e+00, -7.455755702585236e-01, 4.376855914100157e-01
2010, 1.657031718300000e+00, 1.193678047800000e+00, -6.117128564600000e-02, 4.137903004278943e+00, -6.527654200135409e-01, 4.294832447966983e-01
2011, 1.643531162600000e+00, 1.159781363400000e+00, -6.495396942499999e-02, 4.227272619649606e+00, -4.740261892722142e-01, 4.262885372574649e-01
4658, 1.609073051800000e+00, 1.148343098200000e+00, -7.191252526600000e-02, 4.218536779175495e+00, -4.914978702204369e-01, 4.326233669916207e-01
937, 7.359895089400000e-01, 1.083543820500000e+00, 7.242049454299999e-02, 4.926259924496780e+00, 9.239484204221320e-01, 2.691409427551317e-01
938, 7.334895102200000e-01, 1.077207793200000e+00, 5.632994904900000e-02, 4.697686685793903e+00, 4.668019430163799e-01, 2.745662516216762e-01
939, 7.256105487600000e-01, 1.068248394900000e+00, 7.100295134600000e-02, 4.761153120852424e+00, 5.937348131334215e-01, 2.337264563650627e-01
8218, 7.429800749000000e-01, 1.091742970500000e+00, 5.985280176400000e-02, 4.694256148870020e+00, 4.599408691686123e-01, 2.932628100170714e-01
10591, 7.288035296199999e-01, 1.072553175000000e+00, 8.830132912300000e-02, 4.774565518804450e+00, 6.205596090374730e-01, 2.568991766762637e-01
9462, 7.463461597900000e-01, 1.098806368900000e+00, 7.383499076400001e-02, 4.901429618638079e+00, 8.742878087047304e-01, 3.101204149889581e-01
13588, 7.406245848200000e-01, 1.089697331300000e+00, 9.182816995300000e-02, 4.723436319238360e+00, 5.183012099052924e-01, 2.425759311203061e-01
5900, 7.228565674300000e-01, 1.061234648100000e+00, 5.372302697400000e-02, 5.413123435136753e+00, 1.897675441702079e+00, 2.643672326964890e-01
7846, 7.328719348200000e-01, 1.069477527000000e+00, 3.786659730800000e-02, 5.170378814124097e+00, 1.412186199676768e+00, 2.508463077124767e-01
2663, 7.427646928000000e-01, 1.085142011700000e+00, 4.157927113500000e-02, 5.119693393236155e+00, 1.310815357900884e+00, 3.039683444595762e-01
5901, 7.152092312100000e-01, 1.052920021400000e+00, 6.958235461300000e-02, 5.329049760340002e+00, 1.729528092108577e+00, 2.341011471552979e-01
14783, 7.175406187500000e-01, 1.056144138100000e+00, 8.520801200100001e-02, 4.982333673773771e+00, 1.036095918976114e+00, 2.287191112620189e-01
940, 7.114240649700000e-01, 1.040080942400000e+00, 3.972886361100000e-02, 5.064326028402228e+00, 1.200080628233028e+00, 3.052966690855050e-01
941, 7.112018395600000e-01, 1.044496135400000e+00, 5.376258159200000e-02, 5.366702943053627e+00, 1.804834457535828e+00, 2.763592898606943e-01
942, 7.213912732500000e-01, 1.053700353600000e+00, 3.868680003400000e-02, 5.319119764882456e+00, 1.709668101193485e+00, 2.724341721438889e-01
1467, 6.992909515800000e-01, 1.025407592900000e+00, 4.672964276500000e-02, 4.983667855307714e+00, 1.038764282044001e+00, 2.655840077077259e-01
2297, 7.195307169700000e-01, 1.042941506500000e+00, 2.364161681100000e-02, 5.094310494976688e+00, 1.260049561381949e+00, 3.008732173402925e-01
3545, 7.083738562200000e-01, 1.031129985800000e+00, 2.997358126500000e-02, 5.128686709700403e+00, 1.328801990829378e+00, 2.860562795495100e-01
1466, 7.047855081600000e-01, 1.037558628900000e+00, 6.815869776800000e-02, 4.589317681485683e+00, 2.500639343999396e-01, 2.459461441183314e-01
7224, 7.323318065000000e-01, 1.059573442400000e+00, 2.207972456900000e-02, 5.174591829695423e+00, 1.420612230819419e+00, 2.971787415272627e-01
943, 7.875506270200000e-01, 1.159529201500000e+00, 7.946263661500000e-02, 4.832698553160082e+00, 7.368256777487368e-01, 2.453273658838134e-01
944, 7.846552996300000e-01, 1.153120177100000e+00, 6.544524662800000e-02, 4.715395674684435e+00, 5.022199207974438e-01, 2.727812841172434e-01
945, 7.772827351800000e-01, 1.144397456800000e+00, 7.806026297000000e-02, 4.792900590225562e+00, 6.572297518796972e-01, 2.666467939524938e-01
9714, 7.936752092400000e-01, 1.165802483300000e+00, 6.428755441800001e-02, 4.808829314065981e+00, 6.890871995605359e-01, 2.519346068489535e-01
13587, 7.862390951700000e-01, 1.157581438600000e+00, 9.220604135100000e-02, 4.660369318216335e+00, 3.921672078612435e-01, 2.260047744005348e-01
1259, 7.977964481599999e-01, 1.174628420700000e+00, 8.086199587700001e-02, 4.811465625620359e+00, 6.943598226692913e-01, 2.581564603999943e-01
5909, 7.757727419500000e-01, 1.138710811100000e+00, 5.929757743300000e-02, 4.886828338258080e+00, 8.450852479447324e-01, 2.961456495900416e-01
2667, 7.889087201500000e-01, 1.154238023200000e+00, 5.055886065000000e-02, 4.658571846326511e+00, 3.885722640815956e-01, 2.997383447725867e-01
5910, 7.669927251400001e-01, 1.129233116600000e+00, 7.665486845199999e-02, 4.957063684649754e+00, 9.855559407280818e-01, 2.370942526358242e-01
14809, 7.757596869300000e-01, 1.141984188800000e+00, 9.248898180100000e-02, 4.964380039507825e+00, 1.000188650444223e+00, 2.208247966436476e-01
946, 7.624592988800000e-01, 1.115574409100000e+00, 4.758200516500000e-02, 4.885877359676702e+00, 8.431832907819761e-01, 2.970301700803849e-01
947, 7.640634551900000e-01, 1.122498909700000e+00, 6.147628746700000e-02, 4.817347226823110e+00, 7.061230250747936e-01, 2.730191974634618e-01
948, 7.726929352200000e-01, 1.129087285100000e+00, 4.545656501500000e-02, 4.788353907018684e+00, 6.481363854659410e-01, 2.732033141440505e-01
9463, 7.534965599900000e-01, 1.107410339900000e+00, 6.203703382900000e-02, 4.705656304808716e+00, 4.827411810460056e-01, 3.113545121284366e-01
2888, 7.719422503000000e-01, 1.118438021900000e+00, 2.851844649200000e-02, 4.716822671449821e+00, 5.050739143282144e-01, 3.084672942218671e-01
3379, 7.604561999000000e-01, 1.107114412500000e+00, 3.597887261500000e-02, 4.908440240371934e+00, 8.883090521724403e-01, 3.186312224469981e-01
2664, 7.511848870000000e-01, 1.099944490900000e+00, 4.845289343900000e-02, 5.162455175942012e+00, 1.396338923312596e+00, 2.935919447746920e-01
9213, 7.566805492499999e-01, 1.114036110800000e+00, 7.524644655700000e-02, 4.883722396451216e+00, 8.388733643310058e-01, 2.927125218451537e-01
8273, 7.800611742400000e-01, 1.131884254300000e+00, 3.193348515200000e-02, 4.660313740297229e+00, 3.920560520230315e-01, 3.608201029752240e-01
8301, 7.845826458200000e-01, 1.143378471900000e+00, 4.070646804200000e-02, 4.642254911547480e+00, 3.559383945235322e-01, 3.272600521940180e-01
949, 1.435066945700000e+00, 6.315321821700000e-01, -1.232773841400000e-01, 4.278549774794955e+00, -3.714718789815166e-01, 4.276577479757016e-01
950, 1.453439002500000e+00, 6.730134125000000e-01, -1.183029142300000e-01, 4.249567611651151e+00, -4.294362052691252e-01, 4.248024118875692e-01
951, 1.469805431100000e+00, 6.400169764100000e-01, -1.157853511400000e-01, 4.226072357306865e+00, -4.764267139576965e-01, 4.212625320516628e-01
2817, 1.422516572900000e+00, 6.653581735500000e-01, -1.247685092000000e-01, 4.246873123168776e+00, -4.348251822338742e-01, 4.261645151533980e-01
5925, 1.461812667300000e+00, 6.089781968700000e-01, -1.182748830600000e-01, 4.255546670708991e+00, -4.174780871534445e-01, 4.300024554475181e-01
2818, 1.403622747300000e+00, 6.393323103300000e-01, -1.293484607600000e-01, 4.189181978415277e+00, -5.502074717408725e-01, 4.284790710663977e-01
3399, 1.404041568300000e+00, 6.061807624800000e-01, -1.303335844000000e-01, 4.289312096438207e+00, -3.499472356950140e-01, 4.267939895370453e-01
3398, 1.433833975200000e+00, 5.925632593700000e-01, -1.246252078100000e-01, 4.256470436647404e+00, -4.156305552766195e-01, 4.266175624948586e-01
5346, 1.487098952000000e+00, 6.660171382500000e-01, -1.114401289100000e-01, 4.225415318247202e+00, -4.777407920770234e-01, 3.991528547534440e-01
7171, 1.428952530300000e+00, 6.958496668200000e-01, -1.224981315000000e-01, 4.226291367086056e+00, -4.759886943993141e-01, 4.327397344512727e-01
2842, 1.459400035300000e+00, 7.128659815000000e-01, -1.158985506900000e-01, 4.173954906410624e+00, -5.806616157501789e-01, 4.266994228565845e-01
2843, 1.484964686100000e+00, 7.007269125300000e-01, -1.109893369700000e-01, 4.236505532912159e+00, -4.555603627471090e-01, 4.011050760952228e-01
5347, 1.503481178000000e+00, 6.330966959000000e-01, -1.086453225300000e-01, 4.218763373740321e+00, -4.910446810907843e-01, 3.962964548284417e-01
5926, 1.489476650400000e+00, 6.106981812900000e-01, -1.122264782400000e-01, 4.238852904966691e+00, -4.508656186380442e-01, 4.092357861963959e-01
4638, 1.902897653800000e+00, 9.942167882500000e-01, -6.445770244800000e-03, 4.153947611151497e+00, -6.206762062684330e-01, 3.851227420962879e-01
956, 1.944203821000000e+00, 1.037276614300000e+00, 4.796299870300000e-03, 4.337692021853172e+00, -2.531873848650825e-01, 3.737425698428977e-01
